Date/Time,Environment:Outdoor Dry Bulb [C](TimeStep),ZN001:WALL001:WIN001:Surface Ext Solar Incident[W/m2](TimeStep),ZN001:WALL001:WIN001:Window Solar Absorbed:All Glass Layers [W](TimeStep),ZN001:WALL001:WIN001:Window Transmitted Solar [W](TimeStep),ZN001:WALL001:WIN001:Window Heat Gain [W](TimeStep),ZN001:WALL001:WIN001:Window Heat Loss [W](TimeStep),ZN001:WALL001:WIN001:Surface Inside Face Temperature [C](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Temperature [C](TimeStep),ZN001:WALL001:WIN001:Storm Window On/Off Flag [](TimeStep),WEST ZONE:Zone/Sys Sensible Heating Rate [W](TimeStep),WEST ZONE:Zone/Sys Sensible Cooling Rate [W](TimeStep),WEST ZONE:Zone/Sys Air Temperature [C](TimeStep),EAST ZONE:Zone/Sys Sensible Heating Rate [W](TimeStep),EAST ZONE:Zone/Sys Sensible Cooling Rate [W](TimeStep),EAST ZONE:Zone/Sys Air Temperature [C](TimeStep),NORTH ZONE:Zone/Sys Sensible Heating Rate [W](TimeStep),NORTH ZONE:Zone/Sys Sensible Cooling Rate [W](TimeStep),NORTH ZONE:Zone/Sys Air Temperature [C](TimeStep) 
 01/21  01:50:00,-17.3,0.0,0.0,0.0,0.0,702.833305926705,2.43374685764837,-11.4992866898779,1.,1421.3910755475,0.0,15.0000000000003,2630.90219933469,0.0,15.0000000000005,4553.74361988223,0.0,15.0000000000008 
 01/21  02:00:00,-17.3,0.0,0.0,0.0,0.0,701.411486996973,2.3952497008288,-11.5146028268265,1.,1458.39050860911,0.0,15.0000000000003,2657.23465549857,0.0,15.,4578.47191533553,0.0,15.0000000000003 
 01/21  02:10:00,-17.3,0.0,0.0,0.0,0.0,700.017409973987,2.35748949379439,-11.5296232985653,1.,1494.6800574083,0.0,15.0000000000003,2683.05883654032,0.0,15.0000000000005,4602.68627417106,0.0,15. 
 01/21  02:20:00,-17.3,0.0,0.0,0.0,0.0,698.650282805705,2.3204456010572,-11.5443564485057,1.,1530.2521558811,0.0,15.0000000000003,2708.38560418686,0.0,15.,4626.40092037421,0.0,15.0000000000003 
 01/21  02:30:00,-17.3,0.0,0.0,0.0,0.0,697.309327592967,2.28409772309129,-11.5588104794256,1.,1565.1012135066,0.0,15.0000000000003,2733.22567454868,0.0,15.0000000000007,4649.62959256968,0.0,15.0000000000006 
 01/21  02:40:00,-17.3,0.0,0.0,0.0,0.0,695.993781626414,2.24842592765845,-11.5729934410932,1.,1599.22278236904,0.0,15.,2757.58959983102,0.0,15.0000000000003,4672.38556150503,0.0,15.0000000000001 
 01/21  02:50:00,-17.3,0.0,0.0,0.0,0.0,694.70289734496,2.21341065153808,-11.5869132296983,1.,1632.61285338525,0.0,15.0000000000004,2781.4877539619,0.0,15.0000000000005,4694.68164717712,0.0,15.0000000000008 
 01/21  03:00:00,-17.3,0.0,0.0,0.0,0.0,693.43594149389,2.17903268008058,-11.6005775961451,1.,1665.26719011134,0.0,15.,2804.9303218062,0.0,15.0000000000003,4716.53023549957,0.0,15.0000000000003 
 01/21  03:10:00,-17.3,0.0,0.0,0.0,0.0,692.192193573868,2.14527310751214,-11.6139941619682,1.,1697.18061741991,0.0,15.0000000000003,2827.92729156143,0.0,15.0000000000005,4737.94329452661,0.0,15.0000000000006 
 01/21  03:20:00,-17.3,0.0,0.0,0.0,0.0,690.970943547075,2.11211327686692,-11.6271704433233,1.,1728.34616690882,0.0,15.0000000000005,2850.48844975196,0.0,15.,4758.93239011975,0.0,15.0000000000001 
 01/21  03:30:00,-17.3,0.0,0.0,0.0,0.0,689.771488604482,2.07953469430981,-11.6401138850443,1.,1758.75393238542,0.0,15.0000000000002,2872.62337836272,0.0,15.0000000000007,4779.50870114012,0.0,15.0000000000005 
 01/21  03:40:00,-17.3,0.0,0.0,0.0,0.0,688.59312856189,2.04751890646054,-11.6528319092962,1.,1788.38937643362,0.0,15.0000000000002,2894.34145361729,0.0,15.0000000000001,4799.68303405996,0.0,15.0000000000001 
 01/21  03:50:00,-17.3,0.0,0.0,0.0,0.0,687.435159040974,2.01604731767492,-11.6653319878146,1.,1817.23056774307,0.0,15.0000000000002,2915.65184608053,0.0,15.0000000000005,4819.46583709494,0.0,15.0000000000008 
 01/21  04:00:00,-17.3,0.0,0.0,0.0,0.0,686.296860672649,1.98510090016248,-11.6776217562597,1.,1845.24315886778,0.0,15.0000000000002,2936.56352171746,0.0,15.,4838.8672137601,0.0,15.0000000000001 
 01/21  04:10:00,-17.3,0.0,0.0,0.0,0.0,685.177480356712,1.95465969022831,-11.6897092125217,1.,1872.36989940567,0.0,15.,2957.08524373933,0.0,15.0000000000007,4857.89693597109,0.0,15.0000000000008 
 01/21  04:20:00,-17.3,0.0,0.0,0.0,0.0,683.909985045016,1.92454777841976,-11.6992751055914,1.,1898.33157066849,0.0,15.0000000000004,2977.22557497884,0.0,15.0000000000001,4876.56445658395,0.0,15.0000000000001 
 01/21  04:30:00,-17.3,0.0,0.0,0.0,0.0,682.987690953416,1.8952498066609,-11.713254590285,1.,1923.38220477434,0.0,15.0000000000004,2996.99288072587,0.0,15.0000000000005,4894.87892151973,0.0,15.0000000000008 
 01/21  04:40:00,-17.3,0.0,0.0,0.0,0.0,681.760253433607,1.86599173830905,-11.7225876431785,1.,1945.58559178926,0.0,15.0000000000006,3016.39533183898,0.0,15.,4912.84918135605,0.0,15.0000000000004 
 01/21  04:50:00,-17.3,0.0,0.0,0.0,0.0,680.687425640013,1.83750608193662,-11.7335690195713,1.,1968.96984484748,0.0,15.,3035.44090813538,0.0,15.0000000000008,4930.4838025454,0.0,15. 
 01/21  05:00:00,-17.3,0.0,0.0,0.0,0.0,679.647367741416,1.8093045711986,-11.7447355764287,1.,1992.14863099382,0.0,15.0000000000006,3054.13740192941,0.0,15.0000000000003,4947.79107816597,0.0,15.0000000000008 
 01/21  05:10:00,-17.3,0.0,0.0,0.0,0.0,678.627811096388,1.78151227067292,-11.755797068208,1.,2015.15528578028,0.0,15.,3072.49242176947,0.0,15.0000000000005,4964.77903833381,0.0,15.0000000000001 
 01/21  05:20:00,-17.3,0.0,0.0,0.0,0.0,677.625927757956,1.75415706273543,-11.7666933965969,1.,2037.95886851253,0.0,15.0000000000006,3090.51339625523,0.0,15.0000000000001,4981.45546025274,0.0,15.0000000000008 
 01/21  05:30:00,-17.3,0.0,0.0,0.0,0.0,676.640693638168,1.72723810809509,-11.7774152747078,1.,2060.538541893,0.0,15.,3108.20757790372,0.0,15.0000000000005,4997.82787780184,0.0,15.0000000000004 
 01/21  05:40:00,-17.3,0.0,0.0,0.0,0.0,675.671580247392,1.70074868256199,-11.7879640751597,1.,2082.88048671676,0.0,15.0000000000006,3125.58204690615,0.0,15.0000000000003,5013.90359069205,0.0,15.0000000000006 
 01/21  05:50:00,-17.3,0.0,0.0,0.0,0.0,674.718190047711,1.67468061728891,-11.7983431893918,1.,2104.97542660245,0.0,15.,3142.64371479335,0.0,15.0000000000005,5029.68967306538,0.0,15.0000000000003 
 01/21  06:00:00,-17.3,0.0,0.0,0.0,0.0,673.780171172667,1.6490254963918,-11.8085562392321,1.,2126.81714764456,0.0,15.0000000000006,3159.39932795495,0.0,15.0000000000001,5045.1929816829,0.0,15. 
