Date/Time,Environment:Outdoor Dry Bulb [C](TimeStep),ZN001:WALL001:WIN001:Surface Ext Solar Incident[W/m2](TimeStep),ZN001:WALL001:WIN001:Window Solar Absorbed:All Glass Layers [W](TimeStep),ZN001:WALL001:WIN001:Window Transmitted Solar [W](TimeStep),ZN001:WALL001:WIN001:Window Heat Gain [W](TimeStep),ZN001:WALL001:WIN001:Window Heat Loss [W](TimeStep),ZN001:WALL001:WIN001:Surface Inside Face Temperature [C](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Temperature [C](TimeStep),ZN001:WALL001:WIN001:Storm Window On/Off Flag [](TimeStep),WEST ZONE:Zone/Sys Sensible Heating Rate [W](TimeStep),WEST ZONE:Zone/Sys Sensible Cooling Rate [W](TimeStep),WEST ZONE:Zone/Sys Air Temperature [C](TimeStep),EAST ZONE:Zone/Sys Sensible Heating Rate [W](TimeStep),EAST ZONE:Zone/Sys Sensible Cooling Rate [W](TimeStep),EAST ZONE:Zone/Sys Air Temperature [C](TimeStep),NORTH ZONE:Zone/Sys Sensible Heating Rate [W](TimeStep),NORTH ZONE:Zone/Sys Sensible Cooling Rate [W](TimeStep),NORTH ZONE:Zone/Sys Air Temperature [C](TimeStep) 
 01/21  06:10:00,-17.3,0.0,0.0,0.0,0.0,672.495421138564,1.62954625443217,-11.8168188982058,1.,2125.39139988671,0.0,15.,3017.16017955471,0.0,15.0000000000008,4948.27067686415,0.0,15.0000000000008 
 01/21  06:20:00,-17.3,0.0,0.0,0.0,0.0,671.578187082979,1.60515818327349,-11.8261480100458,1.,2146.39142764905,0.0,15.0000000000002,3029.76634079252,0.0,15.0000000000006,4960.80754327379,0.0,15.0000000000004 
 01/21  06:30:00,-17.3,0.0,0.0,0.0,0.0,670.687852127327,1.58095915625552,-11.8356959710312,1.,2167.25854319849,0.0,15.,3043.35139080614,0.0,15.0000000000001,4973.9592494583,0.0,15.0000000000006 
 01/21  06:40:00,-17.3,0.0,0.0,0.0,0.0,669.813061009007,1.55705863706555,-11.8451862128705,1.,2187.8973225123,0.0,15.0000000000006,3057.07664371833,0.0,15.0000000000005,4987.13620675109,0.0,15.0000000000001 
 01/21  06:50:00,-17.3,0.0,0.0,0.0,0.0,668.952119432518,1.53349930662989,-11.8545541801537,1.,2208.29305710058,0.0,15.,3070.76635409718,0.0,15.0000000000001,5000.2208826774,0.0,15.0000000000008 
 01/21  07:00:00,-17.3,0.0,0.0,0.0,0.0,668.104458975202,1.51028879893886,-11.8637856010988,1.,2228.4402586128,0.0,15.0000000000006,3084.34822998082,0.0,15.0000000000003,5013.16656305739,0.0,15.0000000000001 
 01/21  07:10:00,-17.3,0.0,0.0,0.0,0.0,665.823080393318,1.51050375423426,-11.8657352630804,1.,4892.26636854198,0.0,20.091278586397,5266.46610212101,0.0,20.0561266275559,8790.23738489897,0.0,20.0137953628467 
 01/21  07:20:00,-17.3,8.640721846791901E-011,1.462857684360038E-010,5.743112864346208E-010,0.0,716.505956322089,2.87436649001239,-11.3163138872902,1.,3043.0261920115,0.0,20.0000000000008,3456.30652261652,0.0,20.0000000000014,6060.08268914836,0.0,20.0000000000003 
 01/21  07:30:00,-17.3,12.2538617992135,20.6004856335029,83.17128029237,0.0,628.784024795096,3.08191179183001,-11.1660599377464,1.,4733.83098400944,0.0,20.0000000000012,5079.00198872914,0.0,20.0000000000002,8443.60269446792,0.0,20.0000000000001 
 01/21  07:40:00,-17.3,86.4189925174799,144.700198201993,596.802147029925,0.0,66.4428863413439,3.87747826191833,-10.3587508780735,1.,4224.67532918748,0.0,20.0000000000008,4611.88136320182,0.0,19.9999999999997,7777.16454109155,0.0,20.0000000000011 
 01/21  07:50:00,-17.3,179.608806997279,299.200293563024,1260.31668165627,656.548815001671,0.0,4.86499872608033,-9.38796919296357,1.,4105.6859381721,0.0,20.0000000000007,4560.78774241041,0.0,20.,7701.25003258902,0.0,20.0000000000006 
 01/21  08:00:00,-17.3,258.750244609091,429.090451404262,1842.8766403232,1287.82749898061,0.0,5.71792640936701,-8.58075745653133,1.,3973.46568488325,0.0,20.0000000000001,4513.90825606008,0.0,20.,7634.88563713414,0.0,20.0000000000001 
 01/21  08:10:00,-17.3,329.433797109691,542.701612558426,2377.92016119886,1901.88475397561,0.0,7.01706643593928,-7.65663541614794,1.,1641.53895995101,0.0,19.9999999999999,3328.73485736953,0.0,19.9999999999995,5352.45029684629,0.0,20.0000000000003 
 01/21  08:20:00,-17.3,392.503584781944,641.589619175023,2866.61995636656,2422.84503895005,0.0,7.74232105405616,-7.02905211576399,1.,1479.79396866451,0.0,19.9999999999997,3269.40215645854,0.0,20.0000000000004,5259.43496088494,0.0,20.0000000000006 
 01/21  08:30:00,-17.3,449.126074786648,727.908359042535,3313.86187872808,2897.4551776116,0.0,8.36972805890451,-6.48668915518692,1.,1335.26687598794,0.0,20.0000000000001,3216.79259681069,0.0,19.9999999999998,5182.3430049316,0.0,20.0000000000001 
 01/21  08:40:00,-17.3,500.34115125407,803.615097265405,3724.74059009736,3331.00011955279,0.0,8.93502742529756,-6.00290692399034,1.,1199.78864441674,0.0,20.,3163.93237984974,0.0,19.9999999999995,5109.906554658,0.0,20. 
 01/21  08:50:00,-17.3,546.98007093968,870.339264147332,4103.62144017168,3728.19250457843,0.0,9.44677457339321,-5.57330612203179,1.,1071.83859932157,0.0,19.9999999999998,3108.13217714101,0.0,20.0000000000004,5038.978537249,0.0,19.9999999999997 
 01/21  09:00:00,-17.3,581.70454268815,916.948566384976,4398.27598424669,4032.85500088956,0.0,9.83795935096862,-5.26528960598773,1.,955.114093293091,0.0,19.9999999999998,3047.80398244078,0.0,20.0000000000003,4967.92172292691,0.0,20.0000000000005 
 01/21  09:10:00,-17.3,620.496513089842,968.754827759715,4719.68325585108,4365.19052059587,0.0,10.2593413847441,-4.9226761480154,1.,842.419386704679,0.0,19.9999999999998,2982.07681434375,0.0,20.0000000000005,4895.83519301431,0.0,19.9999999999998 
 01/21  09:20:00,-17.3,656.241324896856,1014.97525840491,5017.6875522402,4671.23567645965,0.0,10.6482317412544,-4.61394313596963,1.,734.72426955378,0.0,19.9999999999999,2910.62514613801,0.0,19.9999999999998,4822.27796338224,0.0,19.9999999999995 
 01/21  09:30:00,-17.3,689.214180181709,1056.36028937204,5293.89037279142,4953.78142537822,0.0,11.0068378755011,-4.33408803352791,1.,631.132556319918,0.0,19.9999999999999,2833.54193301619,0.0,19.9999999999995,4747.11555325427,0.0,20.0000000000002 
 01/21  09:40:00,-17.3,719.621273898846,1093.52705906443,5549.50625918624,5214.31266620226,0.0,11.3383140777591,-4.0794130550089,1.,530.543491910066,0.0,20.,2751.21584075385,0.0,20.0000000000004,4670.41777860808,0.0,20. 
 01/21  09:50:00,-17.3,747.617730572279,1126.97816033269,5785.46193298288,5453.93259034876,0.0,11.6461314143264,-3.84654947416823,1.,432.345292371442,0.0,20.,2664.22000831548,0.0,20.0000000000002,4592.3873381308,0.0,19.9999999999995 
 01/21  10:00:00,-17.3,773.32058294446,1157.11598516744,6002.47000559316,5673.50063960736,0.0,11.9329296115541,-3.63289549213255,1.,336.274025954792,0.0,20.,2573.22929469193,0.0,20.0000000000002,4513.30777113408,0.0,20.0000000000002 
 01/21  10:10:00,-17.3,796.818243606777,1184.255483045,6201.08344886621,5873.68930847819,0.0,12.2007333439508,-3.43646671291549,1.,242.270757046336,0.0,20.,2478.96525670117,0.0,20.0000000000002,4433.50482913957,0.0,20. 
 01/21  10:20:00,-17.3,818.177487315626,1208.63672701689,6381.73550666516,6054.74738604972,0.0,12.446095850129,-3.2632321625947,1.,150.477396562583,0.0,20.,2382.16010577827,0.0,20.0000000000002,4353.31811777455,0.0,19.9999999999995 
 01/21  10:30:00,-17.3,837.448651429324,1230.43765310205,6544.76862797074,6217.71460768823,0.0,12.6802457854756,-3.09678384455378,1.,60.8631858439257,0.0,20.,2283.53278344906,0.0,20.,4273.08058633269,0.0,20.0000000000004 
 01/21  10:40:00,-17.3,854.669546826946,1249.78668495402,6690.45522934046,6362.63389181576,0.0,12.8988689914518,-2.94434327063055,1.,0.0,0.0,20.035757518352,2183.77320775218,0.0,19.9999999999998,4193.10374628978,0.0,20. 
 01/21  10:50:00,-17.3,869.868424004356,1266.7746306129,6819.01252396909,6489.45460996572,0.0,13.1102159597504,-2.80249524223069,1.,0.0,0.0,20.1800205890431,2083.53236896024,0.0,19.9999999999997,4113.66809094559,0.0,20. 
 01/21  11:00:00,-17.3,883.06623755287,1281.4651798829,6930.61319058305,6597.72835205565,0.0,13.3310092438942,-2.66453494838703,1.,0.0,0.0,20.3930562573122,1983.41670895056,0.0,19.9999999999998,4035.02075321532,0.0,20. 
 01/21  11:10:00,-17.3,894.278382010586,1293.9034677819,7025.39324356543,6687.9761552801,0.0,13.5545469241277,-2.53308036330714,1.,0.0,0.0,20.615517035366,1883.98561259861,0.0,19.9999999999997,3957.38093716136,0.0,20. 
 01/21  11:20:00,-17.3,903.516023011302,1304.1224247088,7103.45808604429,6760.96471366886,0.0,13.7680216289195,-2.41319537579875,1.,0.0,0.0,20.8265790155184,1785.75109959957,0.0,19.9999999999998,3880.94903344464,0.0,20. 
 01/21  11:30:00,-17.3,910.787112935372,1312.14693183679,7164.88738318633,6817.23748343008,0.0,13.9657058726456,-2.30723377794118,1.,0.0,0.0,21.0330516951216,1689.17900584245,0.0,19.9999999999997,3805.91454097331,0.0,19.9999999999998 
 01/21  11:40:00,-17.3,916.097155313575,1317.99607350201,7209.73909831358,6857.35962897828,0.0,14.1474658844831,-2.2155569480982,1.,0.0,0.0,21.2454140613384,1594.69111350816,0.0,20.0000000000001,3732.46069911176,0.0,20.0000000000002 
 01/21  11:50:00,-17.3,919.449763947877,1321.68397465563,7238.05280646457,6880.71318771696,0.0,14.3160089750266,-2.13667824597547,1.,0.0,0.0,21.4668132942786,1502.66783937469,0.0,20.,3660.76611623179,0.0,20. 
 01/21  12:00:00,-17.3,920.847048961948,1323.21979823125,7249.85225024516,6886.85983597384,0.0,14.4735022827639,-2.06944805550643,1.,0.0,0.0,21.6940405815019,1413.45121268746,0.0,19.9999999999998,3591.00449220972,0.0,20. 
 01/21  12:10:00,-17.3,920.28985128527,1322.6074442342,7245.14703318884,6874.38398599023,0.0,14.5985949943646,-2.0223227929514,1.,0.0,0.0,21.8006099606987,1422.84725277003,0.0,20.0000000000001,3650.81425782056,0.0,20. 
 01/21  12:20:00,-17.3,917.777838324408,1319.84535103428,7223.93334684326,6847.4701742551,0.0,14.702978232649,-1.99061281497416,1.,0.0,0.0,21.9273839988673,1341.5788432258,0.0,19.9999999999999,3587.45132970602,0.0,19.9999999999998 
 01/21  12:30:00,-17.3,913.309465956285,1314.92657992662,7186.19367923579,6803.3994248458,0.0,14.7963532028995,-1.97054974979943,1.,0.0,0.0,22.12422403884,1263.38860724485,0.0,19.9999999999999,3525.71201279482,0.0,19.9999999999996 
 01/21  12:40:00,-17.3,906.8818048084,1307.83910973322,7131.89552624994,6742.59138842393,0.0,14.8882353076992,-1.95899475796205,1.,0.0,0.0,22.3566838161796,1188.79210720613,0.0,19.9999999999999,3466.14644372406,0.0,20.0000000000002 
 01/21  12:50:00,-17.3,898.490221443609,1298.56602800269,7060.9891922706,6664.9625387384,0.0,14.9721755902003,-1.95833663113825,1.,0.0,0.0,22.5903411824168,1117.91958896493,0.0,19.9999999999999,3408.74943774945,0.0,20. 
 01/21  13:00:00,-17.3,888.1278968939,1287.08512586249,6973.40479214715,6570.3739832424,0.0,15.0418570559041,-1.9708609072066,1.,0.0,0.0,22.817955410487,1050.77024741124,0.0,20.,3353.33080775525,0.0,19.9999999999998 
 01/21  13:10:00,-17.3,875.785155235292,1273.3673213889,6869.04852908583,6460.01197344441,0.0,15.114889335515,-1.9894664434803,1.,0.0,0.0,23.0749404188404,891.837454012557,0.0,20.,3172.17095835757,0.0,20. 
 01/21  13:20:00,-17.3,861.448562607353,1257.37337158543,6747.79820817689,6329.35777261054,0.0,15.1885812563544,-2.01525472128071,1.,0.0,0.0,23.4755080067842,830.483057327799,0.0,20.,3117.8219955256,0.0,19.9999999999999 
 01/21  13:30:00,-17.3,845.099740960997,1239.04848500392,6609.49774995834,6181.32792314319,0.0,15.2415245530372,-2.05680624400804,1.,0.0,0.0,23.7638368855952,773.072476582629,0.0,19.9999999999999,3065.3265099441,0.0,20. 
 01/21  13:40:00,-17.3,826.713819044069,1218.31469257477,6453.95020054101,6016.60128338066,0.0,15.2511414777114,-2.1232487997753,1.,0.0,0.0,23.9744555784102,719.150499266222,0.0,19.9999999999999,3013.93645907661,0.0,19.9999999999998 
 01/21  13:50:00,-17.3,806.257413072473,1195.06112900718,6280.90840964769,5833.86242745402,0.0,15.2395061280357,-2.20604493371985,1.,0.0,0.0,24.1774698488676,668.551151619469,0.0,19.9999999999999,2963.37409123134,0.0,19.9999999999996 
 01/21  14:00:00,-17.3,783.685987317927,1169.13265959999,6090.0621820756,5632.67818621244,0.0,15.2070263895932,-2.3055443377674,1.,0.0,0.0,24.3950654581214,621.162365945498,0.0,19.9999999999999,2913.48149880066,0.0,19.9999999999996 
 01/21  14:10:00,-17.3,758.94038473616,1140.31748456041,5881.0203109231,5412.33931931792,0.0,15.1573959751858,-2.4209940836206,1.,0.0,0.0,24.6152577288173,576.898918368536,0.0,20.,2864.17933447198,0.0,19.9999999999997 
 01/21  14:20:00,-17.3,731.942231221487,1108.33438776804,5653.28546375118,5172.34442798333,0.0,15.0866251894161,-2.55501278643783,1.,0.0,0.0,24.8248231397285,535.692807706986,0.0,20.,2815.45047651892,0.0,19.9999999999998 
 01/21  14:30:00,-17.3,702.587791455505,1072.82009470463,5406.21937733883,4912.05464322962,0.0,14.989361724541,-2.71109834309669,1.,0.0,0.0,25.0199380487373,497.487958885101,0.0,20.,2767.32975877939,0.0,19.9999999999997 
 01/21  14:40:00,-17.3,670.739671270429,1033.31669855753,5138.99514513135,4630.25508407938,0.0,14.8581565355404,-2.90069025169225,1.,0.0,0.0,25.2006997815611,462.236512093434,0.0,20.,2719.89606481386,0.0,19.9999999999998 
 01/21  14:50:00,-17.3,636.215495806733,989.25825055027,4850.53243772187,4326.20498523001,0.0,14.6956615779964,-3.11235732280431,1.,0.0,0.0,25.3658907429885,429.895910891816,0.0,20.,2673.26591337634,0.0,19.9999999999997 
 01/21  15:00:00,-17.3,598.772314975617,939.954356887158,4539.41016423149,3997.55978633556,0.0,14.494980247014,-3.35742163779815,1.,0.0,0.0,25.5101969592716,400.426455988327,0.0,20.,2627.58827437423,0.0,19.9999999999997 
 01/21  15:10:00,-17.3,565.784839710546,896.598899725994,4257.53548524899,3699.60200464762,0.0,14.3215339453474,-3.56825478360179,1.,0.0,0.0,25.6369428798826,373.789123281251,0.0,20.,2583.04052053005,0.0,19.9999999999998 
 01/21  15:20:00,-17.3,520.906528450772,833.31069757085,3891.28520219203,3309.22156872798,0.0,14.026141628937,-3.90129247175264,1.,0.0,0.0,25.7556834251975,349.943483582072,0.0,20.,2539.82544003516,0.0,19.9999999999997 
 01/21  15:30:00,-17.3,471.748205806243,761.645854369403,3494.64303015366,2884.89587030221,0.0,13.6725194724748,-4.28561047632411,1.,0.0,0.0,25.8607889812625,328.845662149763,0.0,20.,2498.16890450162,0.0,20.0000000000001 
 01/21  15:40:00,-17.3,417.565341243341,680.109124464253,3063.62076892608,2422.02696442239,0.0,13.250091124579,-4.73324213024239,1.,0.0,0.0,25.9416425319194,310.446869218244,0.0,20.,2458.31841563493,0.0,19.9999999999999 
 01/21  15:50:00,-17.3,357.406346623097,586.882869584187,2593.38938941857,1915.23155564944,0.0,12.744332549941,-5.25728913168132,1.,0.0,0.0,25.9909491641767,294.692186041421,0.0,20.,2420.54393426057,0.0,19.9999999999997 
 01/21  16:00:00,-17.3,290.135997009467,479.858760738042,2078.76051994432,1358.39868043045,0.0,12.1372277323422,-5.87915985037159,1.,0.0,0.0,26.0050832420159,281.518400712575,0.0,20.,2385.14083979033,0.0,20.0000000000003 
 01/21  16:10:00,-17.3,214.667782606144,357.036034575675,1516.2119300759,746.638922459211,0.0,11.4032046652081,-6.60833566677218,1.,0.0,0.0,25.8920450447461,366.071478038018,0.0,20.,2479.77980834472,0.0,20.0000000000002 
 01/21  16:20:00,-17.3,126.558332889256,211.467910710632,880.181028936971,55.1681323097102,0.0,10.5026753716798,-7.49460682436461,1.,0.0,0.0,25.7579242955729,359.06513028871,0.0,20.,2452.07879181438,0.0,20.0000000000002 
 01/21  16:30:00,-17.3,38.2816396809366,64.2476698308894,261.81831143538,0.0,617.959054454179,9.56738112036999,-8.40756908843946,1.,0.0,0.0,25.6481941196972,353.9934238049,0.0,20.,2427.11548986065,0.0,20. 
 01/21  16:40:00,-17.3,0.211750760546535,0.357092569480267,1.42142670683747,0.0,899.192605815621,9.11305856266472,-8.81137945108503,1.,0.0,0.0,25.5482727256855,351.192177395461,0.0,20.,2405.82502498668,0.0,20. 
 01/21  16:50:00,-17.3,0.0,0.0,0.0,0.0,897.425845713921,9.03682743278995,-8.83722005857055,1.,0.0,0.0,25.4670538981923,350.872254868862,0.0,20.,2388.76788814797,0.0,20. 
 01/21  17:00:00,-17.3,0.0,0.0,0.0,0.0,895.187920701724,8.98000194826773,-8.86042407519744,1.,0.0,0.0,25.4037312395441,353.286545020328,0.0,20.,2376.40092908667,0.0,20. 
 01/21  17:10:00,-17.3,0.0,0.0,0.0,0.0,894.29029630216,8.92046032950202,-8.88470319396527,1.,0.0,0.0,25.2787373505804,0.0,0.0,18.7094572164376,0.0,0.0,17.4196124403911 
 01/21  17:20:00,-17.3,0.0,0.0,0.0,0.0,891.056276883694,8.83863549723128,-8.91796924028415,1.,0.0,0.0,25.2003106643055,0.0,0.0,18.2730822924635,0.0,0.0,16.6184720026526 
 01/21  17:30:00,-17.3,0.0,0.0,0.0,0.0,889.310216918653,8.7934408325433,-8.93661863795921,1.,0.0,0.0,25.1242030716301,0.0,0.0,17.9580023377398,0.0,0.0,16.0436027832097 
 01/21  17:40:00,-17.3,0.0,0.0,0.0,0.0,887.414189772221,8.74513622904351,-8.95628996814162,1.,0.0,0.0,25.050821415797,0.0,0.0,17.7699020183162,0.0,0.0,15.7287088992374 
 01/21  17:50:00,-17.3,0.0,0.0,0.0,0.0,885.562368274601,8.69789431983793,-8.97555826865789,1.,0.0,0.0,24.9188902437996,0.0,0.0,17.4384438157049,0.0,0.0,15.1754009993802 
 01/21  18:00:00,-17.3,0.0,0.0,0.0,0.0,883.07294431496,8.63473848307763,-9.00121914219687,1.,0.0,0.0,24.8104666979139,0.0,0.0,17.2490969521211,114.667827152839,0.0,15.0002908729319 
 01/21  18:10:00,-17.3,0.0,0.0,0.0,0.0,917.322966277994,8.07837905028293,-9.23234536342108,1.,0.0,0.0,21.6237410593399,482.580869794624,0.0,15.4569911974878,2445.37304421213,0.0,15.0000002970528 
 01/21  18:20:00,-17.3,0.0,0.0,0.0,0.0,862.381158602364,6.65454210081145,-9.81602541553514,1.,0.0,0.0,20.2014163597394,674.155785591035,0.0,15.0369651236784,2541.75622207314,0.0,15.0000000003955 
 01/21  18:30:00,-17.3,0.0,0.0,0.0,0.0,850.816848640036,6.36825035822221,-9.92072957965121,1.,0.0,0.0,19.2961978217546,843.44140453496,0.0,15.0000973362125,2621.31059502074,0.0,15.0000000000026 
 01/21  18:40:00,-17.3,0.0,0.0,0.0,0.0,841.453918502022,6.12310047695189,-10.0195399841423,1.,0.0,0.0,18.6885734742861,923.100657600744,0.0,15.0000005633699,2695.78107887237,0.0,15.0000000000001 
 01/21  18:50:00,-17.3,0.0,0.0,0.0,0.0,833.841100361671,5.92295469360158,-10.100506453154,1.,0.0,0.0,17.8279594347598,979.264495898776,0.0,15.0000000034889,2766.99815626966,0.0,15.0000000000002 
 01/21  19:00:00,-17.3,0.0,0.0,0.0,0.0,824.191080257766,5.67111195621311,-10.2017330675511,1.,0.0,0.0,17.7187474072674,1028.60603274378,0.0,15.0000000000474,2835.71079642217,0.0,15.0000000000002 
 01/21  19:10:00,-17.3,0.0,0.0,0.0,0.0,819.687644761242,5.55017768538596,-10.2512402321402,1.,0.0,0.0,17.5043508563453,1070.36819160942,0.0,15.0000000000002,2902.29885405561,0.0,15.0000000000004 
 01/21  19:20:00,-17.3,0.0,0.0,0.0,0.0,815.649686094844,5.44358952163702,-10.2942056739191,1.,0.0,0.0,17.2499360757016,1120.31363709975,0.0,15.0000000000001,2966.98175884474,0.0,15.0000000000004 
 01/21  19:30:00,-17.3,0.0,0.0,0.0,0.0,808.796470383703,5.26478957344455,-10.3657275689656,1.,0.0,0.0,16.8699909763825,1169.95205147008,0.0,15.0000000000001,3029.8991471184,0.0,15.0000000000003 
 01/21  19:40:00,-17.3,0.0,0.0,0.0,0.0,802.356032221883,5.09498055628046,-10.4341173282922,1.,0.0,0.0,16.6070608539342,1219.70524410826,0.0,15.0000000000001,3091.14792163461,0.0,15. 
 01/21  19:50:00,-17.3,0.0,0.0,0.0,0.0,797.192541927762,4.95801394449592,-10.4893866170501,1.,0.0,0.0,16.4309400194575,1269.3275575794,0.0,15.0000000000004,3150.80103261008,0.0,15.0000000000006 
 01/21  20:00:00,-17.3,0.0,0.0,0.0,0.0,792.361643664487,4.83012697330298,-10.5408167259495,1.,0.0,0.0,16.2696736152156,1318.62521828661,0.0,15.0000000000004,3208.91753664102,0.0,15. 
 01/21  20:10:00,-17.3,0.0,0.0,0.0,0.0,787.748108675199,4.70793821694576,-10.5899163221645,1.,0.0,0.0,16.0945261209514,1367.44699024663,0.0,15.0000000000002,3265.54818169251,0.0,15.0000000000006 
 01/21  20:20:00,-17.3,0.0,0.0,0.0,0.0,783.059754689976,4.58380286134729,-10.6397293989096,1.,0.0,0.0,15.9082648227352,1415.66722119175,0.0,15.0000000000001,3320.73859136516,0.0,15. 
 01/21  20:30:00,-17.3,0.0,0.0,0.0,0.0,778.303299623113,4.45772849933417,-10.6902995107187,1.,0.0,0.0,15.7215488998197,1463.16916148744,0.0,15.0000000000001,3374.53111137384,0.0,15.0000000000006 
 01/21  20:40:00,-17.3,0.0,0.0,0.0,0.0,773.576388450891,4.33223512898621,-10.7406280242481,1.,0.0,0.0,15.5389650528986,1509.81271955955,0.0,15.0000000000002,3426.96588713163,0.0,15.0000000000005 
 01/21  20:50:00,-17.3,0.0,0.0,0.0,0.0,768.925373669401,4.20857910609391,-10.7902018753019,1.,0.0,0.0,15.3596533232727,1555.14131774347,0.0,15.,3478.08149256995,0.0,15. 
 01/21  21:00:00,-17.3,0.0,0.0,0.0,0.0,764.342915575953,4.08660331387853,-10.8390760042852,1.,0.0,0.0,15.1818782972854,1600.73732173859,0.0,15.0000000000003,3527.91529690516,0.0,15.0000000000006 
 01/21  21:10:00,-17.3,0.0,0.0,0.0,0.0,759.810800253241,3.96583718691329,-10.8874383085671,1.,0.0,0.0,15.0050920812362,1645.62631070469,0.0,15.0000000000003,3576.50367904381,0.0,15.0000000000007 
 01/21  21:20:00,-17.3,0.0,0.0,0.0,0.0,755.321607313297,3.8460815892081,-10.9353711802582,1.,121.5685700601,0.0,15.000024679168,1689.90302713997,0.0,15.0000000000003,3623.88215261602,0.0,15.0000000000003 
 01/21  21:30:00,-17.3,0.0,0.0,0.0,0.0,752.556697716616,3.77126001152561,-10.9655951724232,1.,142.78823889992,0.0,15.0000001400509,1733.53347438643,0.0,15.0000000000003,3670.08543717309,0.0,15.0000000000005 
 01/21  21:40:00,-17.3,0.0,0.0,0.0,0.0,749.995794399763,3.70263797633368,-10.993061492195,1.,217.592445239281,0.0,15.0000000012054,1776.49277014215,0.0,15.0000000000004,3715.14749600563,0.0,15. 
 01/21  21:50:00,-17.3,0.0,0.0,0.0,0.0,747.522255924367,3.63643893286542,-11.0195354060883,1.,279.689020321949,0.0,15.0000000000133,1818.76384445221,0.0,15.0000000000004,3759.10155183901,0.0,15.0000000000007 
 01/21  22:00:00,-17.3,0.0,0.0,0.0,0.0,745.122186653636,3.57218816852537,-11.0452259873338,1.,340.146422198965,0.0,15.0000000000002,1860.33549890678,0.0,15.0000000000004,3801.98008273057,0.0,15.0000000000001 
 01/21  22:10:00,-17.3,0.0,0.0,0.0,0.0,742.788216984735,3.50967561363905,-11.0702157595668,1.,399.370616294159,0.0,15.,1901.20102189238,0.0,15.0000000000004,3843.8147977232,0.0,15.0000000000007 
 01/21  22:20:00,-17.3,0.0,0.0,0.0,0.0,740.515185307938,3.44876193567114,-11.0945601232283,1.,457.36944223402,0.0,15.0000000000001,1941.35719934859,0.0,15.0000000000004,3884.63659914307,0.0,15.0000000000001 
 01/21  22:30:00,-17.3,0.0,0.0,0.0,0.0,738.299128402456,3.38934222397052,-11.1183013141535,1.,514.136163874715,0.0,15.0000000000001,1980.80358243968,0.0,15.0000000000004,3924.47554498425,0.0,15.0000000000005 
 01/21  22:40:00,-17.3,0.0,0.0,0.0,0.0,736.136808222506,3.33133152918447,-11.141473700211,1.,569.656234136675,0.0,15.0000000000002,2019.54193216735,0.0,15.0000000000008,3963.36082248838,0.0,15. 
 01/21  22:50:00,-17.3,0.0,0.0,0.0,0.0,734.025451506098,3.27465743265736,-11.1641066263913,1.,623.907929684322,0.0,15.,2057.57579251291,0.0,15.0000000000002,4001.32073769745,0.0,15.0000000000007 
