Date/Time,Electricity:Facility [J](RunPeriod),ElectricityPurchased:Facility [J](RunPeriod),ElectricitySurplusSold:Facility [J](RunPeriod),ElectricityNet:Facility [J](RunPeriod),Source:Facility [J](RunPeriod),CO2:Facility [kg](RunPeriod),Electricity:Building [J](RunPeriod),Electricity:Plant [J](RunPeriod),Electricity:HVAC [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),Fans:Electricity [J](RunPeriod),Cooling:Electricity [J](RunPeriod),Pumps:Electricity [J](RunPeriod),Heating:Electricity [J](RunPeriod),Gas:Facility [J](RunPeriod),InteriorEquipment:Gas [J](RunPeriod),Heating:Gas [J](RunPeriod),Gas:Plant [J](RunPeriod),Electricity:Facility [J](Hourly),ElectricityNet:Facility [J](Hourly),Gas:Facility [J](Hourly),Electricity:Facility [J](Monthly),Gas:Facility [J](Monthly),CO2:Facility [kg](Monthly),CO:Facility [kg](Monthly),CH4:Facility [kg](Monthly),NOx:Facility [kg](Monthly),N2O:Facility [kg](Monthly),SO2:Facility [kg](Monthly),PM:Facility [kg](Monthly),PM10:Facility [kg](Monthly),PM2.5:Facility [kg](Monthly),NH3:Facility [kg](Monthly),NMVOC:Facility [kg](Monthly),Hg:Facility [kg](Monthly),Pb:Facility [kg](Monthly),WaterEnvironmentalFactors:Facility [L](Monthly),Nuclear High:Facility [kg](Monthly),Nuclear Low:Facility [m3](Monthly),Carbon Equivalent:Facility [kg](Monthly) 
 01/04  16:00:00,,,,,,,,,,,,,,,,,,,,56975935.5540022,56975935.5540022,1021614.36639631 
 01/04  17:00:00,,,,,,,,,,,,,,,,,,,,56987134.4896035,56987134.4896035,4449573.4684384 
 01/04  18:00:00,,,,,,,,,,,,,,,,,,,,57002240.2775697,57002240.2775697,9200006.1930205 
 01/04  19:00:00,,,,,,,,,,,,,,,,,,,,57062171.7796915,57062171.7796915,28498352.9989325 
 01/04  20:00:00,,,,,,,,,,,,,,,,,,,,57079021.4463371,57079021.4463371,34727730.5062314 
 01/04  21:00:00,,,,,,,,,,,,,,,,,,,,57093008.3655372,57093008.3655372,40089618.6301956 
 01/04  22:00:00,,,,,,,,,,,,,,,,,,,,57105762.6417759,57105762.6417759,44989214.8397619 
 01/04  23:00:00,,,,,,,,,,,,,,,,,,,,35041608.3611454,35041608.3611454,66866153.1938334 
 01/04  24:00:00,,,,,,,,,,,,,,,,,,,,1702447.2,1702447.2,189863.64 
 01/05  01:00:00,,,,,,,,,,,,,,,,,,,,1702447.2,1702447.2,189863.64 
 01/05  02:00:00,,,,,,,,,,,,,,,,,,,,1702447.2,1702447.2,189863.64 
 01/05  03:00:00,,,,,,,,,,,,,,,,,,,,1702447.2,1702447.2,189863.64 
 01/05  04:00:00,,,,,,,,,,,,,,,,,,,,1702447.2,1702447.2,189863.64 
 01/05  05:00:00,,,,,,,,,,,,,,,,,,,,1702447.2,1702447.2,189863.64 
