Time,ZN_1_FLR_1_SEC_1:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ZN_1_FLR_1_SEC_1:CHICAGO ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ZN_1_FLR_1_SEC_1:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ZN_1_FLR_1_SEC_1:CHICAGO ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ZN_1_FLR_2_SEC_1:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ZN_1_FLR_2_SEC_1:CHICAGO ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ZN_1_FLR_2_SEC_1:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ZN_1_FLR_2_SEC_1:CHICAGO ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ZN_1_FLR_3_SEC_1:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ZN_1_FLR_3_SEC_1:CHICAGO ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ZN_1_FLR_3_SEC_1:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ZN_1_FLR_3_SEC_1:CHICAGO ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ZN_1_FLR_1_SEC_2:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ZN_1_FLR_1_SEC_2:CHICAGO ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ZN_1_FLR_1_SEC_2:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ZN_1_FLR_1_SEC_2:CHICAGO ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ZN_1_FLR_2_SEC_2:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ZN_1_FLR_2_SEC_2:CHICAGO ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ZN_1_FLR_2_SEC_2:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ZN_1_FLR_2_SEC_2:CHICAGO ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ZN_1_FLR_3_SEC_2:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ZN_1_FLR_3_SEC_2:CHICAGO ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ZN_1_FLR_3_SEC_2:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ZN_1_FLR_3_SEC_2:CHICAGO ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ZN_1_FLR_1_SEC_3:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ZN_1_FLR_1_SEC_3:CHICAGO ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ZN_1_FLR_1_SEC_3:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ZN_1_FLR_1_SEC_3:CHICAGO ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ZN_1_FLR_2_SEC_3:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ZN_1_FLR_2_SEC_3:CHICAGO ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ZN_1_FLR_2_SEC_3:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ZN_1_FLR_2_SEC_3:CHICAGO ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ZN_1_FLR_3_SEC_3:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ZN_1_FLR_3_SEC_3:CHICAGO ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ZN_1_FLR_3_SEC_3:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ZN_1_FLR_3_SEC_3:CHICAGO ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ZN_1_FLR_1_SEC_4:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ZN_1_FLR_1_SEC_4:CHICAGO ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ZN_1_FLR_1_SEC_4:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ZN_1_FLR_1_SEC_4:CHICAGO ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ZN_1_FLR_2_SEC_4:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ZN_1_FLR_2_SEC_4:CHICAGO ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ZN_1_FLR_2_SEC_4:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ZN_1_FLR_2_SEC_4:CHICAGO ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ZN_1_FLR_3_SEC_4:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ZN_1_FLR_3_SEC_4:CHICAGO ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ZN_1_FLR_3_SEC_4:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ZN_1_FLR_3_SEC_4:CHICAGO ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ZN_1_FLR_1_SEC_5:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ZN_1_FLR_1_SEC_5:CHICAGO ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ZN_1_FLR_1_SEC_5:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ZN_1_FLR_1_SEC_5:CHICAGO ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ZN_1_FLR_2_SEC_5:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ZN_1_FLR_2_SEC_5:CHICAGO ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ZN_1_FLR_2_SEC_5:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ZN_1_FLR_2_SEC_5:CHICAGO ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ZN_1_FLR_3_SEC_5:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ZN_1_FLR_3_SEC_5:CHICAGO ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ZN_1_FLR_3_SEC_5:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ZN_1_FLR_3_SEC_5:CHICAGO ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s] 
02:45:00,1.474467E+03,0.000000E+00,5.352760E-02,0.000000E+00,5.592786E+03,0.000000E+00,2.030174E-01,0.000000E+00,2.799466E+03,0.000000E+00,1.016074E-01,0.000000E+00,7.724342E+02,0.000000E+00,2.804011E-02,0.000000E+00,2.765629E+03,0.000000E+00,1.003872E-01,0.000000E+00,1.314429E+03,0.000000E+00,4.771187E-02,0.000000E+00,1.441476E+03,0.000000E+00,5.233019E-02,0.000000E+00,5.548197E+03,0.000000E+00,2.014000E-01,0.000000E+00,2.808940E+03,0.000000E+00,1.019500E-01,0.000000E+00,7.657597E+02,0.000000E+00,2.779790E-02,0.000000E+00,2.772199E+03,0.000000E+00,1.006257E-01,0.000000E+00,1.322112E+03,0.000000E+00,4.799081E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,3.642101E+02,0.000000E+00,1.322350E-02,0.000000E+00 
03:00:00,1.526806E+03,0.000000E+00,5.542694E-02,0.000000E+00,5.770582E+03,0.000000E+00,2.094682E-01,0.000000E+00,2.875739E+03,0.000000E+00,1.043780E-01,0.000000E+00,7.929576E+02,0.000000E+00,2.878469E-02,0.000000E+00,2.840430E+03,0.000000E+00,1.031017E-01,0.000000E+00,1.351631E+03,0.000000E+00,4.906327E-02,0.000000E+00,1.493514E+03,0.000000E+00,5.421857E-02,0.000000E+00,5.731450E+03,0.000000E+00,2.080495E-01,0.000000E+00,2.881483E+03,0.000000E+00,1.045836E-01,0.000000E+00,7.863246E+02,0.000000E+00,2.854398E-02,0.000000E+00,2.846731E+03,0.000000E+00,1.033304E-01,0.000000E+00,1.359362E+03,0.000000E+00,4.934393E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,4.075032E+02,0.000000E+00,1.479441E-02,0.000000E+00 
03:15:00,1.575162E+03,0.000000E+00,5.718174E-02,0.000000E+00,5.937324E+03,0.000000E+00,2.155182E-01,0.000000E+00,2.948917E+03,0.000000E+00,1.070358E-01,0.000000E+00,8.118840E+02,0.000000E+00,2.947139E-02,0.000000E+00,2.907532E+03,0.000000E+00,1.055371E-01,0.000000E+00,1.385948E+03,0.000000E+00,5.030971E-02,0.000000E+00,1.541467E+03,0.000000E+00,5.595873E-02,0.000000E+00,5.904770E+03,0.000000E+00,2.143391E-01,0.000000E+00,2.953659E+03,0.000000E+00,1.072053E-01,0.000000E+00,8.052737E+02,0.000000E+00,2.923148E-02,0.000000E+00,2.913844E+03,0.000000E+00,1.057661E-01,0.000000E+00,1.393712E+03,0.000000E+00,5.059158E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,4.459756E+02,0.000000E+00,1.619039E-02,0.000000E+00 
03:30:00,1.620075E+03,0.000000E+00,5.881157E-02,0.000000E+00,6.095984E+03,0.000000E+00,2.212753E-01,0.000000E+00,3.017739E+03,0.000000E+00,1.095359E-01,0.000000E+00,8.296993E+02,0.000000E+00,3.011788E-02,0.000000E+00,2.970594E+03,0.000000E+00,1.078249E-01,0.000000E+00,1.417730E+03,0.000000E+00,5.146402E-02,0.000000E+00,1.586410E+03,0.000000E+00,5.758965E-02,0.000000E+00,6.067525E+03,0.000000E+00,2.202454E-01,0.000000E+00,3.021029E+03,0.000000E+00,1.096538E-01,0.000000E+00,8.230822E+02,0.000000E+00,2.987772E-02,0.000000E+00,2.976891E+03,0.000000E+00,1.080535E-01,0.000000E+00,1.425517E+03,0.000000E+00,5.174672E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,4.812563E+02,0.000000E+00,1.747071E-02,0.000000E+00 
03:45:00,1.661765E+03,0.000000E+00,6.032438E-02,0.000000E+00,6.244665E+03,0.000000E+00,2.266706E-01,0.000000E+00,3.082808E+03,0.000000E+00,1.118993E-01,0.000000E+00,8.467994E+02,0.000000E+00,3.073853E-02,0.000000E+00,3.030089E+03,0.000000E+00,1.099838E-01,0.000000E+00,1.447289E+03,0.000000E+00,5.253752E-02,0.000000E+00,1.628918E+03,0.000000E+00,5.913228E-02,0.000000E+00,6.220650E+03,0.000000E+00,2.258018E-01,0.000000E+00,3.084970E+03,0.000000E+00,1.119767E-01,0.000000E+00,8.401875E+02,0.000000E+00,3.049854E-02,0.000000E+00,3.036365E+03,0.000000E+00,1.102116E-01,0.000000E+00,1.455091E+03,0.000000E+00,5.282079E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.770687E+01,0.000000E+00,1.006361E-03,0.000000E+00,5.153738E+02,0.000000E+00,1.870902E-02,0.000000E+00 
04:00:00,1.701186E+03,0.000000E+00,6.175475E-02,0.000000E+00,6.383847E+03,0.000000E+00,2.317205E-01,0.000000E+00,3.144394E+03,0.000000E+00,1.141359E-01,0.000000E+00,8.630971E+02,0.000000E+00,3.133014E-02,0.000000E+00,3.087085E+03,0.000000E+00,1.120522E-01,0.000000E+00,1.474887E+03,0.000000E+00,5.353980E-02,0.000000E+00,1.669333E+03,0.000000E+00,6.059907E-02,0.000000E+00,6.364694E+03,0.000000E+00,2.310284E-01,0.000000E+00,3.145639E+03,0.000000E+00,1.141802E-01,0.000000E+00,8.565255E+02,0.000000E+00,3.109162E-02,0.000000E+00,3.093313E+03,0.000000E+00,1.122783E-01,0.000000E+00,1.482700E+03,0.000000E+00,5.382346E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.314066E+01,0.000000E+00,3.019676E-03,0.000000E+00,5.485966E+02,0.000000E+00,1.991511E-02,0.000000E+00 
04:15:00,1.738484E+03,0.000000E+00,6.310822E-02,0.000000E+00,6.513248E+03,0.000000E+00,2.364147E-01,0.000000E+00,3.202793E+03,0.000000E+00,1.162567E-01,0.000000E+00,8.783269E+02,0.000000E+00,3.188295E-02,0.000000E+00,3.143663E+03,0.000000E+00,1.141058E-01,0.000000E+00,1.500654E+03,0.000000E+00,5.447552E-02,0.000000E+00,1.708385E+03,0.000000E+00,6.201648E-02,0.000000E+00,6.499929E+03,0.000000E+00,2.359349E-01,0.000000E+00,3.203270E+03,0.000000E+00,1.162733E-01,0.000000E+00,8.718180E+02,0.000000E+00,3.164673E-02,0.000000E+00,3.149893E+03,0.000000E+00,1.143319E-01,0.000000E+00,1.508473E+03,0.000000E+00,5.475939E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.628783E+02,0.000000E+00,5.915536E-03,0.000000E+00,5.794954E+02,0.000000E+00,2.103692E-02,0.000000E+00 
04:30:00,1.774350E+03,0.000000E+00,6.440975E-02,0.000000E+00,6.631152E+03,0.000000E+00,2.406910E-01,0.000000E+00,3.258013E+03,0.000000E+00,1.182620E-01,0.000000E+00,8.925582E+02,0.000000E+00,3.239941E-02,0.000000E+00,3.198408E+03,0.000000E+00,1.160937E-01,0.000000E+00,1.524997E+03,0.000000E+00,5.535951E-02,0.000000E+00,1.745547E+03,0.000000E+00,6.336528E-02,0.000000E+00,6.626215E+03,0.000000E+00,2.405162E-01,0.000000E+00,3.257832E+03,0.000000E+00,1.182548E-01,0.000000E+00,8.861766E+02,0.000000E+00,3.216783E-02,0.000000E+00,3.204686E+03,0.000000E+00,1.163215E-01,0.000000E+00,1.532819E+03,0.000000E+00,5.564350E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.650196E+02,0.000000E+00,9.624871E-03,0.000000E+00,6.082295E+02,0.000000E+00,2.208009E-02,0.000000E+00 
04:45:00,1.808922E+03,0.000000E+00,6.566440E-02,0.000000E+00,6.739161E+03,0.000000E+00,2.446065E-01,0.000000E+00,3.310727E+03,0.000000E+00,1.201762E-01,0.000000E+00,9.058769E+02,0.000000E+00,3.288260E-02,0.000000E+00,3.252156E+03,0.000000E+00,1.180453E-01,0.000000E+00,1.547872E+03,0.000000E+00,5.619020E-02,0.000000E+00,1.781087E+03,0.000000E+00,6.465519E-02,0.000000E+00,6.742288E+03,0.000000E+00,2.447262E-01,0.000000E+00,3.309968E+03,0.000000E+00,1.201481E-01,0.000000E+00,8.994909E+02,0.000000E+00,3.265090E-02,0.000000E+00,3.258526E+03,0.000000E+00,1.182764E-01,0.000000E+00,1.555696E+03,0.000000E+00,5.647422E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,3.603682E+02,0.000000E+00,1.308717E-02,0.000000E+00,6.349431E+02,0.000000E+00,2.304989E-02,0.000000E+00 
05:00:00,1.841918E+03,0.000000E+00,6.686200E-02,0.000000E+00,6.843413E+03,0.000000E+00,2.483858E-01,0.000000E+00,3.360739E+03,0.000000E+00,1.219922E-01,0.000000E+00,9.187420E+02,0.000000E+00,3.334940E-02,0.000000E+00,3.305302E+03,0.000000E+00,1.199752E-01,0.000000E+00,1.569490E+03,0.000000E+00,5.697519E-02,0.000000E+00,1.815320E+03,0.000000E+00,6.589760E-02,0.000000E+00,6.850673E+03,0.000000E+00,2.486558E-01,0.000000E+00,3.359469E+03,0.000000E+00,1.219456E-01,0.000000E+00,9.123305E+02,0.000000E+00,3.311673E-02,0.000000E+00,3.311849E+03,0.000000E+00,1.202128E-01,0.000000E+00,1.577312E+03,0.000000E+00,5.725915E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,4.476610E+02,0.000000E+00,1.625667E-02,0.000000E+00,6.597970E+02,0.000000E+00,2.395218E-02,0.000000E+00 
05:15:00,1.873674E+03,0.000000E+00,6.801446E-02,0.000000E+00,6.945647E+03,0.000000E+00,2.520943E-01,0.000000E+00,3.408395E+03,0.000000E+00,1.237227E-01,0.000000E+00,9.314367E+02,0.000000E+00,3.381015E-02,0.000000E+00,3.357689E+03,0.000000E+00,1.218779E-01,0.000000E+00,1.590094E+03,0.000000E+00,5.772337E-02,0.000000E+00,1.847989E+03,0.000000E+00,6.708320E-02,0.000000E+00,6.950142E+03,0.000000E+00,2.522623E-01,0.000000E+00,3.406666E+03,0.000000E+00,1.236594E-01,0.000000E+00,9.249636E+02,0.000000E+00,3.357522E-02,0.000000E+00,3.364270E+03,0.000000E+00,1.221168E-01,0.000000E+00,1.597913E+03,0.000000E+00,5.800723E-02,0.000000E+00,3.829658E+00,0.000000E+00,1.392183E-04,0.000000E+00,5.291689E+02,0.000000E+00,1.921590E-02,0.000000E+00,6.829482E+02,0.000000E+00,2.479263E-02,0.000000E+00 
05:30:00,1.903877E+03,0.000000E+00,6.911046E-02,0.000000E+00,7.049257E+03,0.000000E+00,2.558546E-01,0.000000E+00,3.454140E+03,0.000000E+00,1.253837E-01,0.000000E+00,9.440287E+02,0.000000E+00,3.426730E-02,0.000000E+00,3.408627E+03,0.000000E+00,1.237278E-01,0.000000E+00,1.609566E+03,0.000000E+00,5.843041E-02,0.000000E+00,1.879487E+03,0.000000E+00,6.822629E-02,0.000000E+00,7.040483E+03,0.000000E+00,2.555366E-01,0.000000E+00,3.451990E+03,0.000000E+00,1.253052E-01,0.000000E+00,9.374297E+02,0.000000E+00,3.402777E-02,0.000000E+00,3.415237E+03,0.000000E+00,1.239677E-01,0.000000E+00,1.617380E+03,0.000000E+00,5.871412E-02,0.000000E+00,1.346654E+01,0.000000E+00,4.892329E-04,0.000000E+00,6.057417E+02,0.000000E+00,2.199578E-02,0.000000E+00,7.045403E+02,0.000000E+00,2.557648E-02,0.000000E+00 
05:45:00,1.932842E+03,0.000000E+00,7.016146E-02,0.000000E+00,7.153369E+03,0.000000E+00,2.596356E-01,0.000000E+00,3.497679E+03,0.000000E+00,1.269646E-01,0.000000E+00,9.566971E+02,0.000000E+00,3.472738E-02,0.000000E+00,3.458682E+03,0.000000E+00,1.255455E-01,0.000000E+00,1.628185E+03,0.000000E+00,5.910649E-02,0.000000E+00,1.909705E+03,0.000000E+00,6.932286E-02,0.000000E+00,7.126564E+03,0.000000E+00,2.586558E-01,0.000000E+00,3.495146E+03,0.000000E+00,1.268723E-01,0.000000E+00,9.500616E+02,0.000000E+00,3.448648E-02,0.000000E+00,3.465315E+03,0.000000E+00,1.257863E-01,0.000000E+00,1.635995E+03,0.000000E+00,5.939003E-02,0.000000E+00,2.847325E+01,0.000000E+00,1.034263E-03,0.000000E+00,6.779096E+02,0.000000E+00,2.461560E-02,0.000000E+00,7.246990E+02,0.000000E+00,2.630827E-02,0.000000E+00 
06:00:00,1.960391E+03,0.000000E+00,7.116100E-02,0.000000E+00,7.253362E+03,0.000000E+00,2.632677E-01,0.000000E+00,3.539553E+03,0.000000E+00,1.284850E-01,0.000000E+00,9.691404E+02,0.000000E+00,3.517931E-02,0.000000E+00,3.507254E+03,0.000000E+00,1.273092E-01,0.000000E+00,1.645946E+03,0.000000E+00,5.975140E-02,0.000000E+00,1.938624E+03,0.000000E+00,7.037225E-02,0.000000E+00,7.210203E+03,0.000000E+00,2.616890E-01,0.000000E+00,3.536665E+03,0.000000E+00,1.283798E-01,0.000000E+00,9.624655E+02,0.000000E+00,3.493700E-02,0.000000E+00,3.513902E+03,0.000000E+00,1.275506E-01,0.000000E+00,1.653751E+03,0.000000E+00,6.003477E-02,0.000000E+00,4.838312E+01,0.000000E+00,1.757348E-03,0.000000E+00,7.460194E+02,0.000000E+00,2.708800E-02,0.000000E+00,7.435276E+02,0.000000E+00,2.699176E-02,0.000000E+00 
06:15:00,3.022968E+03,3.960290E+02,1.198601E-01,3.511211E-02,1.036442E+04,1.609768E+03,4.085822E-01,1.370684E-01,4.976806E+03,5.004885E+02,1.975252E-01,4.318665E-02,1.464495E+03,2.685097E+02,5.836608E-02,2.306952E-02,5.022890E+03,9.623674E+02,1.993689E-01,8.003907E-02,2.289841E+03,3.085973E+02,9.099886E-02,2.583493E-02,3.065489E+03,5.007594E+02,1.219960E-01,4.394050E-02,1.019465E+04,1.862992E+03,4.011323E-01,1.576620E-01,4.966348E+03,6.137926E+02,1.970699E-01,5.228248E-02,1.456470E+03,1.629546E+02,5.804843E-02,1.435707E-02,5.030331E+03,6.667473E+02,1.996597E-01,5.641174E-02,2.298431E+03,2.000608E+02,9.133215E-02,1.729105E-02,6.731794E+02,1.777740E+02,2.875487E-02,1.592785E-02,2.370652E+03,7.384017E+02,9.778417E-02,6.368433E-02,1.301496E+03,2.438077E+02,5.237759E-02,2.110681E-02 
06:30:00,4.187865E+03,7.256303E+02,1.873154E-01,6.744770E-02,1.414784E+04,3.140971E+03,6.309925E-01,2.873096E-01,6.367981E+03,9.613334E+02,2.824400E-01,8.840409E-02,2.046652E+03,6.439112E+02,9.200520E-02,5.990719E-02,6.893368E+03,2.360942E+03,3.088815E-01,2.172420E-01,2.951069E+03,7.724223E+02,1.311572E-01,7.134083E-02,4.222694E+03,9.755217E+02,1.889588E-01,9.052547E-02,1.397186E+04,3.850163E+03,6.230921E-01,3.526521E-01,6.354871E+03,1.265325E+03,2.818403E-01,1.162148E-01,2.037779E+03,3.283183E+02,9.161954E-02,3.058114E-02,6.901658E+03,1.423238E+03,3.092403E-01,1.306409E-01,2.960233E+03,4.146157E+02,1.315483E-01,3.834378E-02,1.247893E+03,3.328687E+02,5.850459E-02,3.114439E-02,4.173153E+03,1.477798E+03,1.933877E-01,1.362388E-01,2.000870E+03,4.822728E+02,9.120371E-02,4.450668E-02 
06:45:00,5.133602E+03,1.056421E+03,2.436241E-01,9.993586E-02,1.722305E+04,4.616950E+03,8.174680E-01,4.323242E-01,7.407318E+03,1.408963E+03,3.496000E-01,1.323791E-01,2.517028E+03,1.061036E+03,1.199823E-01,1.009047E-01,8.404609E+03,3.851996E+03,4.002785E-01,3.637857E-01,3.448130E+03,1.276334E+03,1.630753E-01,1.208703E-01,5.163808E+03,1.452662E+03,2.449474E-01,1.374005E-01,1.705226E+04,5.781872E+03,8.096248E-01,5.424822E-01,7.392680E+03,1.904160E+03,3.489103E-01,1.789917E-01,2.507452E+03,4.915779E+02,1.195348E-01,4.661792E-02,8.413651E+03,2.140906E+03,4.007014E-01,2.011581E-01,3.457813E+03,6.211225E+02,1.635224E-01,5.863183E-02,1.706683E+03,4.859275E+02,8.237885E-02,4.617396E-02,5.605895E+03,2.176923E+03,2.702188E-01,2.049113E-01,2.522257E+03,7.078414E+02,1.209630E-01,6.666245E-02 
07:00:00,5.969837E+03,1.395834E+03,2.944194E-01,1.332574E-01,1.994614E+04,6.094977E+03,9.862719E-01,5.774245E-01,8.263952E+03,1.859892E+03,4.075641E-01,1.766473E-01,2.928061E+03,1.526381E+03,1.449678E-01,1.465867E-01,9.725904E+03,5.475358E+03,4.821387E-01,5.231252E-01,3.855636E+03,1.832110E+03,1.904865E-01,1.754251E-01,5.995154E+03,1.931768E+03,2.954155E-01,1.844359E-01,1.978136E+04,7.693582E+03,9.785134E-01,7.301566E-01,8.247093E+03,2.540218E+03,4.067471E-01,2.414341E-01,2.917831E+03,6.551491E+02,1.444608E-01,6.267482E-02,9.735661E+03,2.843966E+03,4.826240E-01,2.701677E-01,3.865817E+03,8.252278E+02,1.909890E-01,7.866625E-02,2.093844E+03,6.392284E+02,1.026541E-01,6.122018E-02,6.809997E+03,2.856852E+03,3.355578E-01,2.716405E-01,2.934002E+03,9.272962E+02,1.451534E-01,8.819980E-02 
07:15:00,5.690749E+03,1.350158E+03,2.935002E-01,1.325260E-01,1.939727E+04,5.979645E+03,1.000384E+00,5.869752E-01,7.596545E+03,1.818361E+03,3.915627E-01,1.784910E-01,2.813654E+03,1.768345E+03,1.450800E-01,1.735887E-01,9.441878E+03,6.264395E+03,4.867887E-01,6.148610E-01,3.574010E+03,2.129152E+03,1.841314E-01,2.089921E-01,5.648091E+03,1.903639E+03,2.912900E-01,1.868664E-01,1.935362E+04,7.702498E+03,9.981600E-01,7.561246E-01,7.584409E+03,2.552196E+03,3.909399E-01,2.505388E-01,2.804117E+03,6.565761E+02,1.445890E-01,6.444508E-02,9.451539E+03,2.871797E+03,4.872859E-01,2.818848E-01,3.583716E+03,8.283934E+02,1.846298E-01,8.131043E-02,1.824830E+03,6.151561E+02,9.407424E-02,6.037147E-02,6.287065E+03,2.784976E+03,3.241807E-01,2.733312E-01,2.727341E+03,8.986141E+02,1.406372E-01,8.819336E-02 
07:30:00,5.249668E+03,1.382382E+03,2.708586E-01,1.356861E-01,1.797886E+04,5.965255E+03,9.276344E-01,5.854967E-01,6.880538E+03,1.826403E+03,3.549701E-01,1.792627E-01,2.581291E+03,1.943392E+03,1.331812E-01,1.907231E-01,8.700431E+03,6.733076E+03,4.488838E-01,6.607344E-01,3.229048E+03,2.315886E+03,1.665645E-01,2.272717E-01,5.210796E+03,1.887942E+03,2.688526E-01,1.853050E-01,1.794273E+04,7.529594E+03,9.257722E-01,7.390435E-01,6.868094E+03,2.508912E+03,3.543287E-01,2.462525E-01,2.571959E+03,6.565656E+02,1.326999E-01,6.443822E-02,8.709919E+03,2.804758E+03,4.493731E-01,2.752591E-01,3.238630E+03,8.169565E+02,1.670582E-01,8.017570E-02,1.566085E+03,6.138872E+02,8.077887E-02,6.024212E-02,5.459261E+03,2.701651E+03,2.816165E-01,2.651076E-01,2.321287E+03,8.717962E+02,1.197638E-01,8.554670E-02 
07:45:00,4.981626E+03,1.424507E+03,2.570879E-01,1.397745E-01,1.711389E+04,6.030286E+03,8.832092E-01,5.915914E-01,6.443447E+03,1.858154E+03,3.325272E-01,1.822974E-01,2.436871E+03,2.110764E+03,1.257625E-01,2.070270E-01,8.238151E+03,7.210722E+03,4.251527E-01,7.071865E-01,3.013293E+03,2.501783E+03,1.555008E-01,2.453662E-01,4.943199E+03,1.853053E+03,2.551050E-01,1.817957E-01,1.707767E+04,7.346970E+03,8.813391E-01,7.207025E-01,6.429553E+03,2.457109E+03,3.318103E-01,2.410315E-01,2.427647E+03,6.598069E+02,1.252865E-01,6.472818E-02,8.247540E+03,2.773890E+03,4.256373E-01,2.720760E-01,3.022820E+03,8.140702E+02,1.559923E-01,7.985182E-02,1.392996E+03,6.142439E+02,7.187971E-02,6.025698E-02,4.903783E+03,2.649114E+03,2.530510E-01,2.598276E-01,2.049519E+03,8.546434E+02,1.057715E-01,8.382458E-02 
